exception_id,invoice_id,invoice_number,supplier_id,supplier_name,invoice_date,po_number,total_incl_vat,code,control,severity,line_no,value_at_risk,detail,recommendation,extraction_method,extraction_confidence
142,INV-00172,003017,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2025-11-06,PO-2025-00488,61681.65,E05_VAT_ERROR,Tax accuracy,MEDIUM,,309.92,"VAT shown as R8,314.93 on a net amount of R53,366.72. At 15 percent it should be R8,005.01, which is R309.92 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
135,INV-00164,TI2606074,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-06-03,PO-2026-00187,1919.54,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,287.93,"Subtotal R1,919.54 plus VAT R287.93 comes to R2,207.47, but the total demanded is R1,919.54.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
231,INV-00279,SI2604579,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-01-26,PO-2026-00489,1889.1,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,283.37,"Subtotal R1,889.10 plus VAT R283.37 comes to R2,172.47, but the total demanded is R1,889.10.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
74,INV-00098,INV2608100,SUP-0011,Karoo Abrasives (Pty) Ltd,2026-07-30,PO-2026-00185,1793.41,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,269.01,"Subtotal R1,793.41 plus VAT R269.01 comes to R2,062.42, but the total demanded is R1,793.41.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
140,INV-00170,INV2657607,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,2026-05-01,PO-2026-98934,1660.98,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,249.15,"Subtotal R1,660.98 plus VAT R249.15 comes to R1,910.13, but the total demanded is R1,660.98.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
57,INV-00075,INV2571174,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2025-12-02,,1468.11,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,220.22,"Subtotal R1,468.11 plus VAT R220.22 comes to R1,688.33, but the total demanded is R1,468.11.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
76,INV-00100,SI2502561,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2025-11-10,PO-2025-00426,640.0,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,96.0,"Subtotal R640.00 plus VAT R96.00 comes to R736.00, but the total demanded is R640.00.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
175,INV-00203,TI2503452,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,2025-12-10,PO-2025-00100,5285.52,E05_VAT_ERROR,Tax accuracy,MEDIUM,,74.01,"VAT shown as R753.77 on a net amount of R4,531.75. At 15 percent it should be R679.76, which is R74.01 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
119,INV-00150,INV2502149,SUP-0009,Rand Safety Equipment (Pty) Ltd,2025-10-31,PO-2025-00410,466.92,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,70.04,"Subtotal R466.92 plus VAT R70.04 comes to R536.96, but the total demanded is R466.92.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
149,INV-00178,INV2690337,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-08-03,PO-2026-00050,464.04,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,69.61,"Subtotal R464.04 plus VAT R69.61 comes to R533.65, but the total demanded is R464.04.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
82,INV-00107,INV2606006,SUP-0022,Nigel Compressor Services (Pty) Ltd,2026-06-03,PO-2026-00334,13902.07,E05_VAT_ERROR,Tax accuracy,MEDIUM,,47.58,"VAT shown as R1,854.69 on a net amount of R12,047.38. At 15 percent it should be R1,807.11, which is R47.58 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
86,INV-00114,TI2605905,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-08-26,PO-2026-00228,306.39,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,45.96,"Subtotal R306.39 plus VAT R45.96 comes to R352.35, but the total demanded is R306.39.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
77,INV-00104,SI2603723,SUP-0005,Boksburg Fastener Co (Pty) Ltd,2026-01-06,PO-2025-00051,4968.23,E05_VAT_ERROR,Tax accuracy,MEDIUM,,43.59,"VAT shown as R610.13 on a net amount of R4,358.10. At 15 percent it should be R653.72, which is R43.59 less than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
1,INV-00001,INV2502691,SUP-0024,Randburg Instrumentation (Pty) Ltd,2025-12-15,PO-2025-00276,44957.46,E05_VAT_ERROR,Tax accuracy,MEDIUM,,39.77,"VAT shown as R5,898.60 on a net amount of R39,058.86. At 15 percent it should be R5,858.83, which is R39.77 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
99,INV-00128,008099,SUP-0011,Karoo Abrasives (Pty) Ltd,2026-06-19,PO-2026-00462,3075.8,E05_VAT_ERROR,Tax accuracy,MEDIUM,,30.76,"VAT shown as R430.61 on a net amount of R3,075.80. At 15 percent it should be R461.37, which is R30.76 less than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
138,INV-00169,INV2602755,SUP-0044,Village Main Instruments (Pty) Ltd,2026-04-22,PO-2026-00293,27154.4,E05_VAT_ERROR,Tax accuracy,MEDIUM,,27.34,"VAT shown as R3,565.65 on a net amount of R23,588.75. At 15 percent it should be R3,538.31, which is R27.34 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
188,INV-00220,INV2602758,SUP-0044,Village Main Instruments (Pty) Ltd,2026-05-04,PO-2026-00322,23649.63,E05_VAT_ERROR,Tax accuracy,MEDIUM,,18.07,"VAT shown as R3,100.45 on a net amount of R20,549.18. At 15 percent it should be R3,082.38, which is R18.07 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
54,INV-00072,TI2503326,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2025-11-25,PO-2025-00181,5040.72,E05_VAT_ERROR,Tax accuracy,MEDIUM,,12.75,"VAT shown as R668.57 on a net amount of R4,372.15. At 15 percent it should be R655.82, which is R12.75 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
102,INV-00130,TI2605533,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-02-16,PO-2026-00390,1053.37,E05_VAT_ERROR,Tax accuracy,MEDIUM,,9.24,"VAT shown as R129.36 on a net amount of R924.01. At 15 percent it should be R138.60, which is R9.24 less than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
91,INV-00120,TI2601616,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,2026-02-06,PO-2025-00188,58562.06,E05_VAT_ERROR,Tax accuracy,MEDIUM,,5.61,"VAT shown as R7,643.41 on a net amount of R50,918.65. At 15 percent it should be R7,637.80, which is R5.61 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
27,INV-00036,INV2505880,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,2025-11-05,PO-2025-00200,191222.16,E09_DATE_ANOMALY,Cut off and backdating,MEDIUM,,0.0,"The invoice is dated 2025-11-05 but the order was only raised on 2025-11-17, 12 days later.",Goods cannot be billed before they were ordered. Establish whether the order was raised after the fact to cover a purchase already made.,rules_fallback,0.72
84,INV-00110,INV2505530,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2025-10-13,PO-2025-00047,127305.62,E09_DATE_ANOMALY,Cut off and backdating,MEDIUM,,0.0,"The invoice is dated 2025-10-13 but the order was only raised on 2025-10-31, 18 days later.",Goods cannot be billed before they were ordered. Establish whether the order was raised after the fact to cover a purchase already made.,rules_fallback,0.72
101,INV-00129,005519,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-01-11,PO-2026-00059,2887.65,E09_DATE_ANOMALY,Cut off and backdating,MEDIUM,,0.0,"The invoice is dated 2026-01-11 but the order was only raised on 2026-01-28, 17 days later.",Goods cannot be billed before they were ordered. Establish whether the order was raised after the fact to cover a purchase already made.,rules_fallback,0.72
111,INV-00141,006010,SUP-0022,Nigel Compressor Services (Pty) Ltd,2025-12-10,PO-2025-00007,124416.91,E09_DATE_ANOMALY,Cut off and backdating,MEDIUM,,0.0,"The invoice is dated 2025-12-10 but the order was only raised on 2025-12-17, 7 days later.",Goods cannot be billed before they were ordered. Establish whether the order was raised after the fact to cover a purchase already made.,rules_fallback,0.72
118,INV-00149,SI2508112,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,2025-10-12,PO-2025-00246,25859.36,E09_DATE_ANOMALY,Cut off and backdating,MEDIUM,,0.0,"The invoice is dated 2025-10-12 but the order was only raised on 2025-10-31, 19 days later.",Goods cannot be billed before they were ordered. Establish whether the order was raised after the fact to cover a purchase already made.,rules_fallback,0.72
208,INV-00248,005359,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2025-11-07,PO-2025-00109,227999.44,E09_DATE_ANOMALY,Cut off and backdating,MEDIUM,,0.0,"The invoice is dated 2025-11-07 but the order was only raised on 2025-12-02, 25 days later.",Goods cannot be billed before they were ordered. Establish whether the order was raised after the fact to cover a purchase already made.,rules_fallback,0.72
